wavelength_nm,sigma_sca_m2,sigma_abs_m2
1.461723446893787468e+03,5.958736635363658057e-16,1.393274492847144786e-16
1.465130260521042146e+03,5.901084278525221435e-16,1.375487895291111345e-16
1.468537074148296597e+03,5.844132228813049668e-16,1.357824209423490220e-16
1.471943887775551048e+03,5.787870244906572906e-16,1.340282115692637005e-16
1.475350701402805498e+03,5.732288260581677263e-16,1.322860313394757599e-16
1.478757515030060176e+03,5.677376381286670820e-16,1.305557520342849906e-16
1.482164328657314627e+03,5.623124880793296926e-16,1.288372472540526612e-16
1.485571142284569078e+03,5.569524197921525715e-16,1.271303923863730523e-16
1.488977955911823528e+03,5.516564933335836142e-16,1.254350645749478151e-16
1.492384769539078206e+03,5.464237846411480827e-16,1.237511426889446169e-16
1.495791583166332657e+03,5.412533852168878900e-16,1.220785072931194292e-16
1.499198396793587108e+03,5.361444018274889461e-16,1.204170406186048355e-16
1.502605210420841559e+03,5.310767829943167413e-16,1.192023005766848819e-16
1.506012024048096237e+03,5.260633705945421765e-16,1.181292261671730561e-16
1.509418837675350687e+03,5.211092640459162561e-16,1.170632428137541714e-16
1.512825651302605138e+03,5.162136193423683739e-16,1.160042770297512684e-16
1.516232464929859589e+03,5.113756065182828584e-16,1.149522563415421679e-16
1.519639278557114267e+03,5.065944093812780597e-16,1.139071092713247334e-16
1.523046092184368717e+03,5.018692252507376142e-16,1.128687653203398707e-16
1.526452905811623168e+03,4.971992647018817799e-16,1.118371549521524094e-16
1.529859719438877619e+03,4.925837513153414713e-16,1.108122095765324935e-16
1.533266533066132297e+03,4.880219214319953771e-16,1.097938615334922165e-16
1.536673346693386748e+03,4.835130239130687801e-16,1.087820440777573379e-16
1.540080160320641198e+03,4.790563199052615625e-16,1.077766913634368445e-16
1.543486973947895649e+03,4.746510826108567830e-16,1.067777384290667141e-16
1.546893787575150327e+03,4.702965970626509695e-16,1.057851211829403323e-16
1.550300601202404778e+03,4.659921599036445952e-16,1.047987763887415605e-16
1.553707414829659228e+03,4.617370791712998619e-16,1.038186416513746984e-16
1.557114228456913679e+03,4.575306740863601714e-16,1.028446554031935739e-16
1.560521042084168357e+03,4.533722748460291361e-16,1.018767568903918181e-16
1.563927855711422808e+03,4.492612224214934542e-16,1.009148861597161683e-16
1.567334669338677259e+03,4.451968683596099826e-16,9.995898404547051374e-17
1.570741482965931709e+03,4.411785745887394586e-16,9.900899215665020352e-17
1.574148296593186387e+03,4.372057132285563264e-16,9.806485286450396540e-17
1.577555110220440838e+03,4.332776664038003532e-16,9.712650929006328462e-17
1.580961923847695289e+03,4.293938260618594482e-16,9.619390529225661191e-17
1.584368737474949739e+03,4.255535937940723536e-16,9.526698545593374008e-17
1.587775551102204417e+03,4.217563806607212833e-16,9.434569508037297579e-17
1.591182364729458868e+03,4.180016070195814355e-16,9.342998016777726719e-17
1.594589178356713319e+03,4.142887023579625469e-16,9.251978741214554599e-17
